delivery_id,match_id,bowler_id,batsman_id,timestamp,x,y,z,frame_number,is_hawkeye_prediction
D2,12345,B1,BT4,2025-04-22 23:12:58.125958,-0.074,2.189,3.692,10,False
D2,12345,B1,BT4,2025-04-22 23:12:58.145958,-0.274,2.047,4.125,11,False
D2,12345,B1,BT4,2025-04-22 23:12:58.165958,-0.099,2.198,4.531,12,False
D2,12345,B1,BT4,2025-04-22 23:12:58.185958,0.09,2.304,4.927,13,False
D2,12345,B1,BT4,2025-04-22 23:12:58.205958,-0.216,2.16,5.357,14,False
D2,12345,B1,BT4,2025-04-22 23:12:58.225958,0.038,2.219,5.769,15,False
D2,12345,B1,BT4,2025-04-22 23:12:58.245958,-0.186,2.218,6.147,16,False
D2,12345,B1,BT4,2025-04-22 23:12:58.265958,0.509,2.117,6.594,17,False
D2,12345,B1,BT4,2025-04-22 23:12:58.285958,-0.041,2.176,6.981,18,False
D2,12345,B1,BT4,2025-04-22 23:12:58.305958,0.363,2.327,7.392,19,False
D2,12345,B1,BT4,2025-04-22 23:12:58.325958,0.335,2.117,7.813,20,False
D2,12345,B1,BT4,2025-04-22 23:12:58.345958,0.142,2.309,8.231,21,False
D2,12345,B1,BT4,2025-04-22 23:12:58.365958,0.252,2.391,8.593,22,False
D2,12345,B1,BT4,2025-04-22 23:12:58.385958,0.239,2.068,9.008,23,False
D2,12345,B1,BT4,2025-04-22 23:12:58.405958,0.358,2.168,9.419,24,False
D2,12345,B1,BT4,2025-04-22 23:12:58.425958,0.423,2.16,9.874,25,False
D2,12345,B1,BT4,2025-04-22 23:12:58.445958,0.373,2.072,10.292,26,False
D2,12345,B1,BT4,2025-04-22 23:12:58.465958,0.407,2.056,10.684,27,False
D2,12345,B1,BT4,2025-04-22 23:12:58.485958,0.458,1.883,11.064,28,False
D2,12345,B1,BT4,2025-04-22 23:12:58.505958,0.448,1.822,11.483,29,False
D2,12345,B1,BT4,2025-04-22 23:12:58.525958,0.987,1.713,11.932,30,False
D2,12345,B1,BT4,2025-04-22 23:12:58.545958,0.563,1.777,12.332,31,True
D2,12345,B1,BT4,2025-04-22 23:12:58.565958,0.57,1.693,12.703,32,True
D2,12345,B1,BT4,2025-04-22 23:12:58.585958,0.602,1.648,13.16,33,True
D2,12345,B1,BT4,2025-04-22 23:12:58.605958,0.62,1.654,13.545,34,True
D2,12345,B1,BT4,2025-04-22 23:12:58.625958,0.654,1.519,13.977,35,True
D2,12345,B1,BT4,2025-04-22 23:12:58.645958,0.664,1.595,14.39,36,True
D2,12345,B1,BT4,2025-04-22 23:12:58.665958,0.752,1.38,14.811,37,True
D2,12345,B1,BT4,2025-04-22 23:12:58.685958,0.778,1.397,15.19,38,True
D2,12345,B1,BT4,2025-04-22 23:12:58.705958,0.804,1.377,15.627,39,True
D2,12345,B1,BT4,2025-04-22 23:12:58.725958,0.81,1.304,16.002,40,True
D2,12345,B1,BT4,2025-04-22 23:12:58.745958,0.859,1.221,16.429,41,True
D2,12345,B1,BT4,2025-04-22 23:12:58.765958,0.874,1.209,16.854,42,True
D2,12345,B1,BT4,2025-04-22 23:12:58.785958,0.925,1.206,17.26,43,True
D2,12345,B1,BT4,2025-04-22 23:12:58.805958,0.917,1.182,17.666,44,True
D2,12345,B1,BT4,2025-04-22 23:12:58.825958,0.994,1.082,18.085,45,True
D2,12345,B1,BT4,2025-04-22 23:12:58.845958,1.021,1.027,18.453,46,True
D2,12345,B1,BT4,2025-04-22 23:12:58.865958,1.015,1.008,18.885,47,True
D2,12345,B1,BT4,2025-04-22 23:12:58.885958,1.054,0.985,19.309,48,True
D2,12345,B1,BT4,2025-04-22 23:12:58.905958,1.073,0.881,19.719,49,True
D2,12345,B1,BT4,2025-04-22 23:12:58.925958,1.111,0.832,20.092,50,True
D3,12345,B3,BT2,2025-04-22 23:12:57.946057,0.236,2.012,-0.004,1,False
D3,12345,B3,BT2,2025-04-22 23:12:57.966057,0.72,2.024,0.428,2,False
D3,12345,B3,BT2,2025-04-22 23:12:57.986057,0.767,2.002,0.795,3,False
D3,12345,B3,BT2,2025-04-22 23:12:58.006057,0.182,2.022,1.226,4,False
D3,12345,B3,BT2,2025-04-22 23:12:58.026057,0.863,2.09,1.654,5,False
D3,12345,B3,BT2,2025-04-22 23:12:58.046057,0.26,2.105,2.04,6,False
D3,12345,B3,BT2,2025-04-22 23:12:58.066057,0.22,2.082,2.451,7,False
D3,12345,B3,BT2,2025-04-22 23:12:58.086057,0.253,2.129,2.883,8,False
D3,12345,B3,BT2,2025-04-22 23:12:58.106057,0.864,2.029,3.27,9,False
D3,12345,B3,BT2,2025-04-22 23:12:58.126057,0.65,2.221,3.675,10,False
D3,12345,B3,BT2,2025-04-22 23:12:58.146057,0.608,2.196,4.1,11,False
D3,12345,B3,BT2,2025-04-22 23:12:58.166057,0.21,2.065,4.532,12,False
D3,12345,B3,BT2,2025-04-22 23:12:58.186057,0.331,2.163,4.93,13,False
D3,12345,B3,BT2,2025-04-22 23:12:58.206057,0.863,2.194,5.312,14,False
D3,12345,B3,BT2,2025-04-22 23:12:58.226057,0.92,2.178,5.725,15,False
D3,12345,B3,BT2,2025-04-22 23:12:58.246057,1.059,2.069,6.166,16,False
D3,12345,B3,BT2,2025-04-22 23:12:58.266057,0.961,2.285,6.55,17,False
D3,12345,B3,BT2,2025-04-22 23:12:58.286057,0.916,2.341,6.983,18,False
D3,12345,B3,BT2,2025-04-22 23:12:58.306057,1.045,2.319,7.393,19,False
D3,12345,B3,BT2,2025-04-22 23:12:58.326057,1.051,2.123,7.792,20,False
D3,12345,B3,BT2,2025-04-22 23:12:58.346057,0.295,2.191,8.231,21,False
D3,12345,B3,BT2,2025-04-22 23:12:58.366057,0.475,2.033,8.631,22,False
D3,12345,B3,BT2,2025-04-22 23:12:58.386057,0.984,2.376,9.062,23,False
D3,12345,B3,BT2,2025-04-22 23:12:58.406057,1.254,2.242,9.444,24,False
D3,12345,B3,BT2,2025-04-22 23:12:58.426057,0.636,2.209,9.842,25,False
D3,12345,B3,BT2,2025-04-22 23:12:58.446057,1.104,2.036,10.247,26,False
D3,12345,B3,BT2,2025-04-22 23:12:58.466057,1.165,2.051,10.656,27,False
D3,12345,B3,BT2,2025-04-22 23:12:58.486057,0.915,2.003,11.104,28,False
D3,12345,B3,BT2,2025-04-22 23:12:58.506057,0.449,2.017,11.469,29,False
D3,12345,B3,BT2,2025-04-22 23:12:58.526057,0.924,1.897,11.915,30,False
D3,12345,B3,BT2,2025-04-22 23:12:58.546057,0.941,1.845,12.337,31,True
D3,12345,B3,BT2,2025-04-22 23:12:58.566057,0.987,1.862,12.724,32,True
D3,12345,B3,BT2,2025-04-22 23:12:58.586057,0.952,1.879,13.129,33,True
D3,12345,B3,BT2,2025-04-22 23:12:58.606057,0.985,1.728,13.562,34,True
D3,12345,B3,BT2,2025-04-22 23:12:58.626057,1.037,1.562,13.966,35,True
D3,12345,B3,BT2,2025-04-22 23:12:58.646057,1.01,1.656,14.384,36,True
D3,12345,B3,BT2,2025-04-22 23:12:58.666057,1.037,1.65,14.766,37,True
D3,12345,B3,BT2,2025-04-22 23:12:58.686057,1.064,1.473,15.164,38,True
D3,12345,B3,BT2,2025-04-22 23:12:58.706057,1.089,1.449,15.589,39,True
D3,12345,B3,BT2,2025-04-22 23:12:58.726057,1.09,1.389,15.984,40,True
D3,12345,B3,BT2,2025-04-22 23:12:58.746057,1.116,1.309,16.407,41,True
D3,12345,B3,BT2,2025-04-22 23:12:58.766057,1.112,1.333,16.828,42,True
D3,12345,B3,BT2,2025-04-22 23:12:58.786057,1.16,1.263,17.246,43,True
D3,12345,B3,BT2,2025-04-22 23:12:58.806057,1.16,1.255,17.668,44,True
D3,12345,B3,BT2,2025-04-22 23:12:58.826057,1.15,1.201,18.076,45,True
D3,12345,B3,BT2,2025-04-22 23:12:58.846057,1.216,1.177,18.473,46,True
D3,12345,B3,BT2,2025-04-22 23:12:58.866057,1.181,1.095,18.914,47,True
D3,12345,B3,BT2,2025-04-22 23:12:58.886057,1.206,1.074,19.287,48,True
D3,12345,B3,BT2,2025-04-22 23:12:58.906057,1.251,1.026,19.683,49,True
D3,12345,B3,BT2,2025-04-22 23:12:58.926057,1.255,0.999,20.107,50,True
D4,12345,B1,BT4,2025-04-22 23:12:57.946154,-0.162,2.019,-0.017,1,False
D4,12345,B1,BT4,2025-04-22 23:12:57.966154,-0.105,2.001,0.413,2,False
D4,12345,B1,BT4,2025-04-22 23:12:57.986154,0.102,2.033,0.791,3,False
D4,12345,B1,BT4,2025-04-22 23:12:58.006154,0.402,2.043,1.238,4,False
D4,12345,B1,BT4,2025-04-22 23:12:58.026154,-0.043,2.042,1.633,5,False
D4,12345,B1,BT4,2025-04-22 23:12:58.046154,0.207,2.061,2.028,6,False
D4,12345,B1,BT4,2025-04-22 23:12:58.066154,0.233,2.077,2.462,7,False
D4,12345,B1,BT4,2025-04-22 23:12:58.086154,0.364,2.068,2.886,8,False
D4,12345,B1,BT4,2025-04-22 23:12:58.106154,0.133,2.073,3.296,9,False
D4,12345,B1,BT4,2025-04-22 23:12:58.126154,0.298,2.159,3.716,10,False
D4,12345,B1,BT4,2025-04-22 23:12:58.146154,0.53,2.148,4.135,11,False
D4,12345,B1,BT4,2025-04-22 23:12:58.166154,0.708,2.261,4.508,12,False
D4,12345,B1,BT4,2025-04-22 23:12:58.186154,0.087,2.135,4.935,13,False
D4,12345,B1,BT4,2025-04-22 23:12:58.206154,0.657,2.062,5.322,14,False
D4,12345,B1,BT4,2025-04-22 23:12:58.226154,0.62,2.236,5.756,15,False
D4,12345,B1,BT4,2025-04-22 23:12:58.246154,0.907,2.206,6.135,16,False
D4,12345,B1,BT4,2025-04-22 23:12:58.266154,0.884,2.161,6.574,17,False
D4,12345,B1,BT4,2025-04-22 23:12:58.286154,0.741,2.33,6.964,18,False
D4,12345,B1,BT4,2025-04-22 23:12:58.306154,0.31,2.305,7.385,19,False
D4,12345,B1,BT4,2025-04-22 23:12:58.326154,0.443,2.308,7.793,20,False
D4,12345,B1,BT4,2025-04-22 23:12:58.346154,0.445,2.105,8.215,21,False
D4,12345,B1,BT4,2025-04-22 23:12:58.366154,0.61,2.276,8.6,22,False
D4,12345,B1,BT4,2025-04-22 23:12:58.386154,0.688,2.122,9.039,23,False
D4,12345,B1,BT4,2025-04-22 23:12:58.406154,0.771,2.169,9.462,24,False
D4,12345,B1,BT4,2025-04-22 23:12:58.426154,0.828,1.99,9.86,25,False
D4,12345,B1,BT4,2025-04-22 23:12:58.446154,0.997,2.043,10.289,26,False
D4,12345,B1,BT4,2025-04-22 23:12:58.466154,0.955,1.869,10.676,27,False
D4,12345,B1,BT4,2025-04-22 23:12:58.486154,0.918,2.014,11.075,28,False
D4,12345,B1,BT4,2025-04-22 23:12:58.506154,0.946,1.708,11.516,29,False
D4,12345,B1,BT4,2025-04-22 23:12:58.526154,0.667,1.668,11.933,30,False
D4,12345,B1,BT4,2025-04-22 23:12:58.546154,0.762,1.624,12.32,31,True
D4,12345,B1,BT4,2025-04-22 23:12:58.566154,1.03,1.65,12.748,32,True
D4,12345,B1,BT4,2025-04-22 23:12:58.586154,1.008,1.661,13.14,33,True
D4,12345,B1,BT4,2025-04-22 23:12:58.606154,1.049,1.592,13.524,34,True
D4,12345,B1,BT4,2025-04-22 23:12:58.626154,1.058,1.414,13.973,35,True
D4,12345,B1,BT4,2025-04-22 23:12:58.646154,1.095,1.453,14.346,36,True
D4,12345,B1,BT4,2025-04-22 23:12:58.666154,1.115,1.467,14.788,37,True
D4,12345,B1,BT4,2025-04-22 23:12:58.686154,1.141,1.384,15.174,38,True
D4,12345,B1,BT4,2025-04-22 23:12:58.706154,1.222,1.229,15.627,39,True
D4,12345,B1,BT4,2025-04-22 23:12:58.726154,1.227,1.252,16.037,40,True
D4,12345,B1,BT4,2025-04-22 23:12:58.746154,1.261,1.145,16.404,41,True
D4,12345,B1,BT4,2025-04-22 23:12:58.766154,1.287,1.056,16.827,42,True
D4,12345,B1,BT4,2025-04-22 23:12:58.786154,1.324,1.096,17.232,43,True
D4,12345,B1,BT4,2025-04-22 23:12:58.806154,1.326,1.018,17.661,44,True
D4,12345,B1,BT4,2025-04-22 23:12:58.826154,1.342,0.979,18.072,45,True
D4,12345,B1,BT4,2025-04-22 23:12:58.846154,1.393,0.921,18.468,46,True
D4,12345,B1,BT4,2025-04-22 23:12:58.866154,1.4,0.823,18.87,47,True
D4,12345,B1,BT4,2025-04-22 23:12:58.886154,1.436,0.784,19.302,48,True
D4,12345,B1,BT4,2025-04-22 23:12:58.906154,1.454,0.752,19.729,49,True
D4,12345,B1,BT4,2025-04-22 23:12:58.926154,1.52,0.659,20.129,50,True
D5,12345,B1,BT11,2025-04-22 23:12:57.946252,-0.046,1.973,-0.017,1,False
D5,12345,B1,BT11,2025-04-22 23:12:57.966252,-0.026,2.045,0.435,2,False
D5,12345,B1,BT11,2025-04-22 23:12:57.986252,0.029,2.027,0.825,3,False
D5,12345,B1,BT11,2025-04-22 23:12:58.006252,-0.004,2.046,1.247,4,False
D5,12345,B1,BT11,2025-04-22 23:12:58.026252,-0.041,2.027,1.617,5,False
D5,12345,B1,BT11,2025-04-22 23:12:58.046252,-0.309,2.117,2.071,6,False
D5,12345,B1,BT11,2025-04-22 23:12:58.066252,-0.383,2.086,2.478,7,False
D5,12345,B1,BT11,2025-04-22 23:12:58.086252,-0.32,2.093,2.867,8,False
D5,12345,B1,BT11,2025-04-22 23:12:58.106252,0.027,2.099,3.298,9,False
D5,12345,B1,BT11,2025-04-22 23:12:58.126252,0.257,2.101,3.672,10,False
D5,12345,B1,BT11,2025-04-22 23:12:58.146252,0.061,2.167,4.117,11,False
D5,12345,B1,BT11,2025-04-22 23:12:58.166252,0.176,2.176,4.508,12,False
D5,12345,B1,BT11,2025-04-22 23:12:58.186252,-0.013,2.275,4.916,13,False
D5,12345,B1,BT11,2025-04-22 23:12:58.206252,-0.47,2.116,5.341,14,False
D5,12345,B1,BT11,2025-04-22 23:12:58.226252,-0.27,2.166,5.765,15,False
D5,12345,B1,BT11,2025-04-22 23:12:58.246252,0.073,2.158,6.171,16,False
D5,12345,B1,BT11,2025-04-22 23:12:58.266252,-0.447,2.199,6.578,17,False
D5,12345,B1,BT11,2025-04-22 23:12:58.286252,0.119,2.399,6.963,18,False
D5,12345,B1,BT11,2025-04-22 23:12:58.306252,-0.193,2.376,7.362,19,False
D5,12345,B1,BT11,2025-04-22 23:12:58.326252,-0.094,2.347,7.792,20,False
D5,12345,B1,BT11,2025-04-22 23:12:58.346252,0.206,2.179,8.201,21,False
D5,12345,B1,BT11,2025-04-22 23:12:58.366252,-0.088,2.344,8.63,22,False
D5,12345,B1,BT11,2025-04-22 23:12:58.386252,-0.112,2.279,9.01,23,False
D5,12345,B1,BT11,2025-04-22 23:12:58.406252,-0.064,2.041,9.425,24,False
D5,12345,B1,BT11,2025-04-22 23:12:58.426252,0.045,2.162,9.86,25,False
D5,12345,B1,BT11,2025-04-22 23:12:58.446252,0.281,1.849,10.245,26,False
D5,12345,B1,BT11,2025-04-22 23:12:58.466252,-0.06,1.8,10.698,27,False
D5,12345,B1,BT11,2025-04-22 23:12:58.486252,0.268,1.733,11.094,28,False
D5,12345,B1,BT11,2025-04-22 23:12:58.506252,-0.049,1.641,11.512,29,False
D5,12345,B1,BT11,2025-04-22 23:12:58.526252,-0.15,1.846,11.892,30,False
D5,12345,B1,BT11,2025-04-22 23:12:58.546252,-0.018,1.629,12.326,31,True
D5,12345,B1,BT11,2025-04-22 23:12:58.566252,-0.065,1.527,12.752,32,True
D5,12345,B1,BT11,2025-04-22 23:12:58.586252,-0.03,1.543,13.147,33,True
D5,12345,B1,BT11,2025-04-22 23:12:58.606252,-0.036,1.371,13.535,34,True
D5,12345,B1,BT11,2025-04-22 23:12:58.626252,-0.042,1.336,13.932,35,True
D5,12345,B1,BT11,2025-04-22 23:12:58.646252,-0.018,1.38,14.379,36,True
D5,12345,B1,BT11,2025-04-22 23:12:58.666252,0.013,1.19,14.779,37,True
D5,12345,B1,BT11,2025-04-22 23:12:58.686252,0.012,1.186,15.22,38,True
D5,12345,B1,BT11,2025-04-22 23:12:58.706252,0.003,1.078,15.624,39,True
D5,12345,B1,BT11,2025-04-22 23:12:58.726252,0.029,1.01,16.034,40,True
D5,12345,B1,BT11,2025-04-22 23:12:58.746252,-0.016,0.926,16.427,41,True
D5,12345,B1,BT11,2025-04-22 23:12:58.766252,0.004,0.983,16.819,42,True
D5,12345,B1,BT11,2025-04-22 23:12:58.786252,0.019,0.83,17.241,43,True
D5,12345,B1,BT11,2025-04-22 23:12:58.806252,0.019,0.778,17.639,44,True
D5,12345,B1,BT11,2025-04-22 23:12:58.826252,0.044,0.739,18.078,45,True
D5,12345,B1,BT11,2025-04-22 23:12:58.846252,0.027,0.671,18.503,46,True
D5,12345,B1,BT11,2025-04-22 23:12:58.866252,0.035,0.637,18.899,47,True
D5,12345,B1,BT11,2025-04-22 23:12:58.886252,0.034,0.583,19.314,48,True
D5,12345,B1,BT11,2025-04-22 23:12:58.906252,0.027,0.475,19.705,49,True
D5,12345,B1,BT11,2025-04-22 23:12:58.926252,0.049,0.454,20.128,50,True
D6,12345,B1,BT9,2025-04-22 23:12:57.946340,-0.225,2.003,-0.011,1,False
D6,12345,B1,BT9,2025-04-22 23:12:57.966340,-0.149,2.001,0.404,2,False
D6,12345,B1,BT9,2025-04-22 23:12:57.986340,-0.77,2.01,0.809,3,False
D6,12345,B1,BT9,2025-04-22 23:12:58.006340,-0.357,2.05,1.259,4,False
D6,12345,B1,BT9,2025-04-22 23:12:58.026340,-0.426,2.0,1.646,5,False
D6,12345,B1,BT9,2025-04-22 23:12:58.046340,-0.418,2.092,2.054,6,False
D6,12345,B1,BT9,2025-04-22 23:12:58.066340,-0.565,2.145,2.472,7,False
D6,12345,B1,BT9,2025-04-22 23:12:58.086340,-0.164,2.128,2.874,8,False
D6,12345,B1,BT9,2025-04-22 23:12:58.106340,-0.188,2.228,3.272,9,False
D6,12345,B1,BT9,2025-04-22 23:12:58.126340,-0.554,2.115,3.669,10,False
D6,12345,B1,BT9,2025-04-22 23:12:58.146340,-0.459,2.124,4.128,11,False
D6,12345,B1,BT9,2025-04-22 23:12:58.166340,-0.363,2.238,4.508,12,False
D6,12345,B1,BT9,2025-04-22 23:12:58.186340,-0.11,2.22,4.92,13,False
D6,12345,B1,BT9,2025-04-22 23:12:58.206340,-0.522,2.269,5.361,14,False
D6,12345,B1,BT9,2025-04-22 23:12:58.226340,-0.191,2.264,5.767,15,False
D6,12345,B1,BT9,2025-04-22 23:12:58.246340,-0.368,2.256,6.169,16,False
D6,12345,B1,BT9,2025-04-22 23:12:58.266340,-0.151,2.328,6.571,17,False
D6,12345,B1,BT9,2025-04-22 23:12:58.286340,-0.715,2.263,6.996,18,False
D6,12345,B1,BT9,2025-04-22 23:12:58.306340,-0.027,2.112,7.366,19,False
D6,12345,B1,BT9,2025-04-22 23:12:58.326340,0.106,2.122,7.786,20,False
D6,12345,B1,BT9,2025-04-22 23:12:58.346340,-0.176,2.426,8.23,21,False
D6,12345,B1,BT9,2025-04-22 23:12:58.366340,-0.188,2.008,8.633,22,False
D6,12345,B1,BT9,2025-04-22 23:12:58.386340,-0.279,2.042,9.03,23,False
D6,12345,B1,BT9,2025-04-22 23:12:58.406340,-0.412,2.222,9.423,24,False
D6,12345,B1,BT9,2025-04-22 23:12:58.426340,-0.163,1.95,9.834,25,False
D6,12345,B1,BT9,2025-04-22 23:12:58.446340,0.253,1.956,10.29,26,False
D6,12345,B1,BT9,2025-04-22 23:12:58.466340,0.308,1.971,10.703,27,False
D6,12345,B1,BT9,2025-04-22 23:12:58.486340,-0.159,1.868,11.095,28,False
D6,12345,B1,BT9,2025-04-22 23:12:58.506340,-0.103,1.591,11.499,29,False
D6,12345,B1,BT9,2025-04-22 23:12:58.526340,0.278,1.591,11.922,30,False
D6,12345,B1,BT9,2025-04-22 23:12:58.546340,0.158,1.588,12.336,31,True
D6,12345,B1,BT9,2025-04-22 23:12:58.566340,-0.075,1.508,12.72,32,True
D6,12345,B1,BT9,2025-04-22 23:12:58.586340,-0.051,1.538,13.151,33,True
D6,12345,B1,BT9,2025-04-22 23:12:58.606340,-0.064,1.475,13.56,34,True
D6,12345,B1,BT9,2025-04-22 23:12:58.626340,-0.06,1.346,13.962,35,True
D6,12345,B1,BT9,2025-04-22 23:12:58.646340,-0.025,1.177,14.384,36,True
D6,12345,B1,BT9,2025-04-22 23:12:58.666340,-0.008,1.14,14.783,37,True
D6,12345,B1,BT9,2025-04-22 23:12:58.686340,-0.042,1.093,15.168,38,True
D6,12345,B1,BT9,2025-04-22 23:12:58.706340,-0.04,0.994,15.627,39,True
D6,12345,B1,BT9,2025-04-22 23:12:58.726340,0.016,0.919,16.03,40,True
D6,12345,B1,BT9,2025-04-22 23:12:58.746340,0.027,0.915,16.425,41,True
D6,12345,B1,BT9,2025-04-22 23:12:58.766340,0.001,0.834,16.833,42,True
D6,12345,B1,BT9,2025-04-22 23:12:58.786340,0.027,0.682,17.26,43,True
D6,12345,B1,BT9,2025-04-22 23:12:58.806340,0.045,0.659,17.658,44,True
D6,12345,B1,BT9,2025-04-22 23:12:58.826340,0.058,0.551,18.092,45,True
D6,12345,B1,BT9,2025-04-22 23:12:58.846340,0.055,0.507,18.493,46,True
D6,12345,B1,BT9,2025-04-22 23:12:58.866340,0.051,0.441,18.867,47,True
D6,12345,B1,BT9,2025-04-22 23:12:58.886340,0.052,0.382,19.301,48,True
D6,12345,B1,BT9,2025-04-22 23:12:58.906340,0.084,0.339,19.693,49,True
D6,12345,B1,BT9,2025-04-22 23:12:58.926340,0.074,0.256,20.099,50,True
D7,12345,B1,BT7,2025-04-22 23:12:57.946427,0.572,2.003,0.006,1,False
D7,12345,B1,BT7,2025-04-22 23:12:57.966427,0.407,1.997,0.415,2,False
D7,12345,B1,BT7,2025-04-22 23:12:57.986427,0.492,1.992,0.8,3,False
D7,12345,B1,BT7,2025-04-22 23:12:58.006427,0.123,2.024,1.205,4,False
D7,12345,B1,BT7,2025-04-22 23:12:58.026427,-0.204,2.016,1.659,5,False
D7,12345,B1,BT7,2025-04-22 23:12:58.046427,0.214,2.069,2.057,6,False
D7,12345,B1,BT7,2025-04-22 23:12:58.066427,0.262,2.083,2.466,7,False
